GeneID	GSM3145509	GSM3145510	GSM3145511	GSM3145512	GSM3145513	GSM3145514	GSM3145515	GSM3145516	GSM3145517	GSM3145518	GSM3145519	GSM3145520	GSM3145521	GSM3145522	GSM3145523	GSM3145524
100287102	15	20	10	13	18	23	11	12	4	11	16	9	7	3	2	9
653635	633	1044	462	695	882	980	918	656	96	279	396	250	169	67	54	187
102466751	8	18	8	10	24	30	32	21	2	5	5	3	5	2	1	3
107985730	4	4	2	3	3	3	8	4	0	1	1	2	1	0	0	2
100302278	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1
645520	0	1	1	1	1	1	0	0	1	2	6	3	2	0	4	2
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100996442	106	129	70	91	135	129	104	88	12	32	58	22	35	18	13	25
729737	136	173	65	105	141	143	205	123	29	64	94	64	46	17	24	44
102725121	12	17	9	10	15	22	7	10	2	8	9	4	5	3	1	6
102723897	617	1071	477	690	919	998	934	703	113	333	443	290	186	82	61	218
102465909	8	10	4	6	14	13	15	12	2	5	5	3	5	2	1	3
107985721	7	9	4	6	7	7	13	7	1	3	3	6	1	0	1	2
112268260	21	30	15	26	19	21	25	16	2	6	6	3	8	4	3	5
729759	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
100132287	150	214	81	108	157	177	191	140	20	45	59	38	33	10	14	26
105378947	6	8	3	6	2	3	3	3	0	1	0	0	1	0	0	0
101928626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113219467	8731	12564	5095	6184	4940	4465	5925	1597	2022	4783	6595	5353	3203	1275	1212	4169
81399	6	5	3	5	7	6	6	5	0	1	1	0	2	0	2	4
100133331	259	392	143	214	270	287	300	211	25	78	89	52	47	11	12	38
107984841	51	52	25	34	45	54	49	31	3	14	15	13	7	5	1	11
107984847	101	127	49	76	129	113	115	69	5	37	44	21	20	9	7	24
107984849	5	6	2	5	4	5	5	3	0	1	2	1	2	1	1	1
100288069	118	138	63	111	150	177	160	120	10	34	42	20	21	8	6	21
105378580	109	100	52	99	101	109	134	93	11	24	50	24	31	12	14	25
400728	51	43	25	32	33	39	42	19	3	6	7	5	6	3	3	6
79854	146	256	109	159	180	169	190	99	14	39	83	41	9	7	5	15
643837	1012	1118	534	764	1044	1227	736	687	48	123	200	115	128	43	58	110
107984850	7	15	6	6	9	11	5	3	0	2	6	1	1	0	2	0
284593	8	9	4	4	11	8	8	9	3	8	7	4	9	2	1	5
284600	1390	1521	862	1154	2119	2189	3667	2054	7	26	33	28	17	19	5	21
100130417	202	244	134	220	438	436	612	378	3	11	16	6	6	1	5	11
107985728	233	276	186	350	589	705	640	493	9	25	43	15	31	7	8	33
148398	823	1231	770	1029	1110	1323	1184	948	34	104	160	85	55	23	23	73
26155	8069	10957	5827	6794	6667	7618	6212	4265	278	756	930	647	512	187	150	556
339451	576	803	401	485	827	912	796	554	95	267	258	163	189	76	43	141
84069	483	743	323	476	431	441	421	271	25	95	104	34	47	24	19	33
84808	90	156	55	96	85	106	95	60	4	11	14	7	13	3	3	6
57801	374	568	272	346	295	344	364	200	67	101	137	69	74	43	8	80
9636	1203	2012	1056	1262	719	924	1026	677	216	623	1181	612	401	142	214	496
375790	2472	3338	1683	2468	3447	3910	3878	2674	680	1701	1388	782	1797	674	343	863
100288175	87	114	84	123	120	115	282	154	58	181	218	182	227	88	42	159
112267874	169	201	150	229	172	200	407	227	7	21	37	24	25	10	2	19
105378948	340	453	268	395	359	360	693	391	54	171	231	147	218	86	38	138
401934	77	99	84	91	157	190	166	103	1	1	4	3	2	2	1	1
54991	189	280	91	135	341	371	262	161	139	315	498	237	215	71	100	214
254099	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406984	7	6	3	4	4	3	9	6	0	0	1	0	0	0	1	0
406983	4	5	2	5	3	3	14	5	0	0	0	0	0	0	0	0
554210	4	16	6	10	10	12	16	10	0	1	2	0	0	1	0	2
100506376	6	3	0	2	0	6	15	6	0	0	0	0	0	0	0	0
254173	7	25	8	11	17	10	24	24	0	2	2	1	0	0	0	1
8784	4	4	11	6	4	0	10	5	32	85	94	146	57	21	13	128
7293	0	3	14	16	0	6	8	9	4	4	5	3	0	0	0	3
51150	5144	7161	3658	5053	5356	6166	5471	3649	88	178	191	166	154	44	38	167
126792	1894	2606	943	1437	2222	2649	2065	1651	96	250	324	437	253	82	94	435
388581	10	18	10	3	14	2	11	10	3	12	8	8	5	3	3	3
118424	1360	1751	808	1270	1251	1611	1279	984	396	988	1422	1246	863	289	399	986
101928895	86	139	47	96	96	140	136	85	19	36	36	46	12	9	4	27
6339	191	255	173	194	158	216	231	143	15	39	69	72	28	15	5	61
116983	1311	2281	858	1226	2442	2747	2725	1934	206	443	712	319	471	169	213	371
102465434	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1
109623456	5	6	3	3	8	8	15	8	2	3	1	2	1	1	1	0
126789	231	415	175	196	266	337	262	201	122	362	256	219	257	90	42	162
54973	2441	3242	1366	2079	2562	2871	2233	1673	552	1556	1580	1182	922	390	272	1123
102465435	7	18	5	20	19	10	10	4	4	8	6	13	0	2	3	1
80772	947	1258	626	833	1096	1379	876	726	130	315	338	254	223	85	71	237
83756	46	52	14	42	55	75	46	36	15	26	32	27	27	11	16	22
1855	1918	2778	939	1406	1994	2239	1576	1211	582	1205	1455	960	965	367	262	687
102466740	1	1	0	3	3	2	2	0	0	0	0	0	0	0	0	0
54587	1448	2006	1021	1584	1747	1903	2573	1567	88	194	312	275	198	79	37	233
54998	1241	2269	815	1173	1093	1371	1201	786	744	1666	2132	1518	1094	378	374	1109
81669	4932	5988	3615	4859	7591	7789	9750	6396	885	2241	2318	2457	2572	830	585	2682
148413	1359	2189	1173	1446	1725	1735	1415	1016	144	338	527	383	241	75	77	284
55052	3906	5491	2333	3863	2733	3250	3010	2162	794	2136	2058	1938	1607	509	347	1589
107984868	15	20	118	168	5	17	211	140	2	7	6	13	4	4	1	2
441869	9	15	27	46	2	7	58	23	0	4	7	14	0	1	0	8
105378585	2	1	8	9	0	2	19	9	0	1	0	8	0	0	0	1
643965	0	0	3	2	0	1	3	5	0	0	2	0	0	0	0	1
102724312	50	68	20	36	132	178	104	73	0	0	7	4	1	0	1	6
107985729	91	95	58	84	272	298	150	116	2	2	4	6	4	0	2	11
64856	1020	1687	840	1133	858	1101	1213	729	54	92	130	164	75	41	13	129
219293	193	220	379	513	272	317	413	318	10	29	48	31	12	7	8	23
83858	1586	2020	990	1215	1534	1675	1410	980	183	453	738	453	297	114	132	332
55210	1788	2443	1040	1341	1830	2179	1508	1115	130	357	561	402	171	67	83	276
339453	6	5	5	4	6	7	15	5	3	3	9	0	2	0	1	1
29101	4427	5081	2435	3435	3865	4475	3777	2646	775	1945	2495	1342	1561	572	445	1346
643988	1410	2434	791	1290	2183	2386	1749	1141	98	242	276	350	253	104	53	388
105378586	25	39	24	25	41	36	30	21	3	3	8	3	3	3	1	4
142678	1565	2383	1105	1757	2199	2389	2233	1650	233	489	1016	507	463	186	202	501
8510	40	77	35	56	72	63	83	50	16	37	61	46	39	9	16	41
984	4271	5640	3355	4333	5489	5968	4865	3586	61	115	170	119	84	30	40	93
728661	3720	4410	2003	3269	5245	6089	6251	4228	116	299	273	274	187	77	75	204
8511	6	19	6	14	11	14	18	6	9	25	36	24	27	6	11	24
728642	4074	5150	3103	4109	5525	6051	5179	3810	15	34	50	33	30	10	13	30
9906	1653	2095	896	1473	2144	2503	2771	1862	54	119	117	127	81	32	26	106
112268218	117	199	64	116	125	148	113	87	7	17	18	12	7	3	2	14
65220	2085	2374	1161	1700	2141	2484	1792	1372	111	305	280	306	184	76	73	251
2782	22601	27662	19078	24490	25994	29865	31971	21285	2728	7267	2627	5738	8495	2818	815	6147
105378949	119	152	69	134	86	90	112	79	14	60	47	54	23	7	5	24
163688	91	113	76	106	75	70	118	66	1	2	1	6	0	0	0	5
339456	402	597	291	429	295	337	383	193	47	74	80	92	40	27	12	83
85452	3	5	7	11	6	4	18	11	0	0	1	1	0	2	0	2
107984872	3	1	5	6	0	3	10	4	0	0	0	2	0	0	0	5
105378589	0	1	4	14	0	0	4	2	0	0	1	2	0	0	0	0
2563	13	28	32	29	3	3	27	17	0	3	3	4	1	2	1	9
105378590	2	1	0	1	0	2	6	0	0	0	0	0	0	0	0	0
105378591	13	27	9	20	8	12	10	4	0	4	6	5	2	0	0	3
5590	1323	1674	955	1240	1545	1789	1663	1090	200	486	774	581	393	171	151	458
100506504	49	99	35	48	81	96	80	49	6	24	18	26	13	4	3	13
199990	1184	1939	881	1371	1139	1215	1389	837	280	608	929	699	349	184	113	520
112268219	430	670	258	439	408	524	278	294	31	73	80	70	43	17	4	57
105378593	6	6	5	10	10	6	6	9	1	4	4	3	3	1	1	3
6497	3723	4720	2187	3634	3690	4052	3751	2743	270	665	795	908	654	174	298	775
79906	606	712	429	487	535	641	587	366	62	121	238	96	70	40	19	73
100129534	317	501	165	246	249	261	330	177	13	9	61	16	9	3	10	11
11079	5755	6993	3420	5113	3491	4188	4271	2754	824	2020	1775	1988	1797	684	279	1820
5192	2589	3067	1199	1917	1264	1593	1423	885	217	550	513	429	329	134	97	350
9651	246	235	131	185	305	360	415	254	9	12	13	155	19	4	7	265
55229	815	1109	483	748	955	953	897	622	272	616	849	469	482	151	140	382
388585	0	2	0	2	2	0	1	0	0	0	2	3	1	0	0	1
115110	12	10	17	21	18	15	25	25	5	14	14	13	3	4	2	7
8764	20	33	18	15	39	37	45	37	25	67	85	74	41	11	6	60
100996583	34	24	20	29	14	13	16	9	1	9	19	6	6	1	0	5
127281	1390	2087	965	1471	1545	1866	1823	1273	529	1435	1397	1376	1135	361	306	1387
79258	164	288	127	168	207	238	279	147	15	43	34	47	44	14	11	47
105378597	1	7	10	7	8	6	14	15	0	0	2	3	1	0	0	2
100287898	61	74	68	98	121	130	174	126	27	87	101	57	40	17	9	53
105378603	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
107985732	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0
105378598	0	0	0	1	9	8	16	8	0	0	0	0	0	0	0	0
107984904	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	1	0	3	5	0	1	16	8	2	6	18	3	3	0	2	4
63976	6	7	45	54	47	57	196	109	12	54	84	48	37	14	10	36
100422968	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
105378606	6	4	8	4	1	7	10	9	0	1	3	1	2	0	0	0
107984909	0	2	8	10	1	1	15	3	3	4	12	3	0	0	1	3
105378605	0	0	2	1	8	8	8	0	1	5	1	1	1	0	0	0
105378604	1	0	1	3	0	1	3	0	8	27	18	21	7	3	1	19
27237	914	1137	666	879	1097	1262	1077	775	43	122	219	157	71	40	31	111
1953	149	170	107	161	366	298	681	404	47	110	118	98	82	38	21	94
105378608	7	8	2	5	6	15	5	5	4	2	3	2	0	0	0	2
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
127262	1362	1962	976	1500	1254	1488	1615	1058	514	1379	3001	1478	1055	381	533	1163
49856	460	732	328	493	512	595	556	391	217	571	1050	495	363	149	162	434
7161	176	277	157	256	338	306	440	286	20	75	91	56	73	24	27	56
105378610	132	119	67	123	253	228	207	126	1	2	24	2	3	0	0	7
105378609	0	4	0	1	2	0	1	0	0	0	0	1	0	0	0	0
57212	883	1111	483	648	896	1080	1065	729	129	256	430	201	180	64	68	151
148870	10	14	19	25	19	9	48	34	0	4	4	6	2	3	0	3
388588	25	43	24	36	21	35	42	19	12	28	29	13	7	6	2	16
57470	2532	3571	1659	2458	2482	3082	2478	1836	285	779	1002	727	482	153	166	550
9731	2316	2552	1613	2263	2270	2850	2875	2104	305	852	421	928	773	269	116	798
1677	596	759	313	416	410	506	376	269	67	157	139	170	68	36	22	110
107984910	11	5	0	6	11	11	12	5	12	20	18	14	15	3	9	12
339448	970	1056	515	784	842	905	825	552	541	1464	2280	1030	1314	451	507	924
100133612	23	18	19	17	29	44	19	25	6	28	125	3	16	10	28	4
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
105376673	7	4	1	1	3	0	4	2	0	0	0	1	0	0	0	0
284661	0	0	1	4	1	4	4	4	0	0	0	1	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
55966	4	2	8	2	0	0	3	5	0	0	0	0	0	1	0	0
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	473	693	264	418	703	819	706	486	97	219	237	251	199	103	56	229
8514	819	1241	454	726	595	643	959	585	108	271	329	186	234	99	89	103
26038	48	112	219	252	112	153	548	328	14	23	9	64	21	6	2	79
105376687	3	5	1	3	2	1	0	1	0	0	0	0	1	0	0	0
6146	13906	17295	8870	11882	11751	12990	13125	8112	3011	7590	4153	4432	9067	2965	815	5141
107985733	18	24	16	14	14	14	16	9	5	5	5	5	4	2	1	4
102724450	2	7	3	6	1	7	3	2	2	7	4	5	4	2	0	5
388591	250	380	185	249	335	317	336	239	125	372	369	277	290	145	54	224
23463	4396	5464	2414	3990	4629	5311	3798	3005	2654	7517	8410	6772	7137	2278	2146	6960
148645	20	28	20	19	8	20	19	8	1	10	16	31	18	6	6	23
390992	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
387509	76	140	167	265	408	391	684	435	299	759	866	550	902	315	256	539
11332	1045	1487	732	998	683	783	920	594	308	884	1024	974	793	343	222	1002
54626	52	86	111	155	183	238	651	317	17	43	13	57	38	13	1	71
83715	190	253	84	171	661	664	727	408	8	24	30	26	73	40	4	25
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	43	61	65	98	60	50	123	70	44	128	219	134	146	67	37	106
57449	240	330	286	452	325	300	707	409	375	907	1078	739	995	350	192	602
79707	2076	2491	1084	2025	1482	1992	1546	1217	943	2498	1831	2439	2244	740	294	2307
80835	18	46	11	9	35	39	35	14	2	10	12	9	4	3	4	2
107984912	3	1	1	1	5	0	0	1	0	1	1	0	0	0	0	1
3104	466	763	420	531	390	486	524	364	76	197	290	218	99	33	33	173
9903	836	1236	612	934	776	910	866	627	229	533	829	709	1117	470	508	1069
107984913	30	48	117	116	36	62	70	49	8	21	44	27	27	8	15	20
148479	580	669	551	690	871	823	965	654	76	257	329	336	487	159	198	423
90326	871	1310	536	851	977	1043	928	671	225	553	776	457	384	156	148	417
55735	2780	3505	1522	2186	2774	3160	2574	1896	369	956	1203	851	969	340	294	938
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	30	51	17	36	12	28	31	12	4	10	8	14	8	4	2	11
23261	1789	2092	1066	1698	1736	1826	2320	1485	149	422	563	401	377	140	97	406
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	670	669	347	505	621	596	1004	558	6	13	52	34	9	4	2	34
9341	3142	4130	1852	3019	2947	3605	3720	2377	719	2221	2655	1165	2452	829	634	1203
8863	1096	1155	568	956	1402	1524	1462	989	123	333	210	389	165	67	31	365
10911	2	0	3	7	0	1	16	12	3	2	4	25	5	3	0	25
3604	27	14	6	7	1	5	14	6	175	422	255	923	445	155	78	770
11315	9383	11902	5533	7500	7138	8786	7268	5048	150	389	389	399	318	108	112	344
54206	2251	2793	1370	2186	5171	6372	4722	3628	320	907	2713	1788	5360	1526	2779	4337
107984915	0	0	0	0	0	0	0	0	2	1	2	1	1	1	1	1
102724539	0	0	0	0	3	0	0	0	0	1	2	0	1	1	0	4
105376695	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50651	8	12	10	9	13	13	10	16	5	8	13	14	22	7	5	26
473	2196	2833	1877	2823	4913	5273	4726	4037	287	831	1023	659	738	219	282	580
102724552	11	16	23	25	14	14	25	21	1	1	3	4	5	0	1	2
106632271	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2023	28360	45266	13306	23205	84215	93236	91685	59392	11781	28829	26256	22079	54675	19446	14074	40585
102465436	1	1	0	0	2	1	0	1	1	1	0	0	3	1	0	3
100505975	51	84	34	57	42	35	40	22	2	6	5	10	20	8	7	19
112268261	3	2	9	11	0	4	9	7	1	2	5	0	5	0	0	0
765	0	0	26	40	0	0	32	21	1	4	1	0	4	0	0	0
155184	5	5	11	1	0	4	3	0	0	0	0	0	0	0	0	0
6518	8	5	15	20	4	8	18	11	0	0	1	1	2	3	2	1
80045	412	738	389	579	383	450	614	406	251	584	719	479	579	205	119	567
106614088	966	1255	659	953	1701	1851	1621	1217	91	200	288	157	352	127	90	242
407040	0	1	0	0	1	0	1	0	0	1	2	0	0	0	0	0
102724571	101	119	78	122	123	97	125	87	4	4	3	7	1	0	0	4
9563	1906	2538	1214	1864	1864	2036	2624	1771	91	234	113	222	168	67	7	154
80176	217	265	396	556	255	326	641	391	343	919	1477	1179	1264	374	399	1338
100506022	24	36	27	30	9	17	18	20	1	3	1	2	1	1	0	0
84275	2456	3348	1541	2519	2377	2669	2918	2118	93	231	300	314	156	56	54	244
199953	580	869	332	532	633	644	590	456	93	251	200	223	186	63	43	217
107985734	14	35	18	21	11	14	16	20	1	8	5	9	4	1	3	8
105376712	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5293	1826	2363	2083	2863	3354	3953	4153	3799	80	204	351	315	304	115	74	347
644997	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0
101929074	110	197	102	140	78	83	145	83	18	35	28	42	22	11	2	28
22883	7883	10174	4670	6670	8293	9661	9943	6533	666	1710	1924	1402	2709	1009	697	1985
56998	655	1003	341	636	504	635	934	549	137	306	222	142	237	83	48	128
105376717	4	9	2	4	4	5	10	3	2	4	2	2	3	1	0	2
84328	2066	2186	1161	1850	1484	1734	1979	1398	539	1414	1696	1714	1494	532	393	1767
64802	1061	1159	767	1024	675	894	832	561	156	379	306	290	338	128	39	256
113391335	5	7	1	3	2	1	0	0	2	1	2	0	1	3	0	0
100847055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
116362	32	56	47	86	8	8	39	20	43	117	300	237	116	36	54	222
10277	3849	4600	1982	3223	3102	3481	3722	2545	488	1361	1506	977	1442	457	365	1050
23095	5065	5516	2989	4486	5209	6260	7284	5160	716	1872	1996	1610	2075	671	529	1702
105376725	6	9	5	2	1	4	4	10	2	4	6	2	7	1	0	5
5226	11071	13869	9345	11177	9482	11359	11160	8041	1934	4872	5933	5275	4141	1456	1401	4825
100526739	641	691	375	541	475	568	571	383	40	103	68	69	97	25	11	46
378708	679	755	400	580	514	606	625	393	50	121	75	66	101	26	13	43
1325	40	56	22	39	32	34	38	32	7	13	8	14	13	6	1	13
1676	5654	6146	3301	4561	4163	5107	4100	3011	1025	2784	1879	2346	1766	569	231	1853
5195	690	1148	516	703	823	846	1081	664	107	333	495	305	358	117	82	306
54897	1827	2108	1376	2062	3001	3367	3626	2374	43	117	173	201	116	42	40	201
105376733	11	29	14	13	6	1	13	7	0	0	0	0	0	0	0	0
105376735	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0
148345	6	4	2	5	1	0	7	2	0	0	3	0	0	0	0	0
23435	11465	13750	6899	10446	11631	13061	11900	8224	1371	3951	4418	2871	4146	1366	1102	3579
10747	174	228	129	243	247	247	289	190	35	94	117	66	73	20	32	102
6723	3099	5617	1525	2421	2026	2612	1922	1492	564	1352	1032	1389	713	243	109	945
5394	3365	3715	1755	2862	2852	3382	3452	2432	536	1509	1733	958	1217	406	433	992
105376736	68	60	36	53	37	44	52	36	10	17	21	19	18	4	6	12
2475	4066	4801	2315	3856	4891	5907	4860	3795	594	1629	1765	1254	1311	417	293	1013
100873935	30	28	14	32	29	47	37	26	9	9	12	15	12	4	1	7
10218	0	1	1	1	0	5	3	0	1	3	2	0	3	4	0	3
29914	1511	2059	993	1393	856	931	889	731	318	833	906	810	454	159	93	707
105376737	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
57540	1	2	0	3	13	8	37	22	2	3	6	2	4	2	2	3
112268221	0	3	1	0	5	0	3	1	0	0	1	0	0	1	0	0
101929181	30	41	43	62	7	24	25	8	0	1	0	1	0	0	0	1
26232	116	168	187	238	400	482	364	334	13	26	71	30	34	5	31	34
93611	785	1170	597	809	1231	1342	1302	893	197	482	687	333	388	113	231	230
26270	104	174	84	148	113	117	138	92	104	213	408	135	62	19	34	77
10459	466	739	345	503	550	580	945	501	267	671	551	518	420	187	89	401
374946	5	9	79	81	42	31	311	162	23	83	47	93	118	48	13	129
57085	1506	2678	751	1167	1190	1444	1098	687	263	579	757	280	428	192	96	231
284498	69	101	59	100	106	123	120	75	5	13	38	23	13	3	6	12
102724659	0	2	0	0	2	1	2	1	0	1	0	0	0	0	0	0
4524	789	1038	586	957	886	1164	1110	839	60	121	323	227	149	44	56	175
1185	649	727	364	596	859	1121	832	724	52	196	273	244	162	56	92	232
100379251	94	103	45	60	128	142	100	110	8	20	38	27	22	5	21	24
4878	23	15	11	11	34	34	9	20	2	6	4	1	3	1	5	1
4879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26829	0	0	0	1	0	1	3	3	20	52	61	60	52	32	16	82
90231	1749	2853	1149	2000	3146	3526	5095	3584	415	1049	1147	870	1133	420	348	1157
5351	6229	9232	3877	6010	17085	18466	25287	17472	2646	6626	5666	4823	8688	3454	1343	5897
9927	6018	7056	3753	5525	5325	6189	5629	4133	927	2416	3797	2195	2440	772	891	2364
60672	502	798	287	467	512	577	521	367	99	240	349	202	146	54	41	132
102466982	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
943	13	30	49	54	15	10	86	71	1	1	3	12	2	0	0	5
102465836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7133	9	26	2	8	3	10	11	5	5	5	4	38	3	1	0	36
100616438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55187	2542	2711	1452	2113	3664	3856	3370	2491	724	1922	1731	1717	2322	786	354	1750
677885	5	13	1	7	9	15	6	5	20	68	44	49	82	32	8	45
105376744	0	0	1	3	1	1	0	0	1	5	1	2	9	4	0	2
9249	206	302	137	196	466	533	501	266	890	2228	2056	1289	1168	470	240	700
102466722	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
343066	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
126767	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
93190	47	99	21	36	140	127	379	236	0	0	1	2	0	0	0	0
390999	1	0	5	9	0	0	132	110	0	0	0	0	0	0	0	0
65121	0	1	2	0	0	3	52	35	0	0	1	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	2	6	9	0	3	62	38	0	0	0	0	0	0	0	0
343069	50	51	24	49	31	41	79	35	16	47	45	28	37	7	4	17
65122	0	1	2	8	0	0	19	14	0	0	1	0	0	0	0	0
400735	1	1	5	13	1	0	60	36	0	0	0	0	0	0	0	0
343071	0	1	0	0	0	0	12	8	0	0	0	0	0	1	0	0
441871	0	0	0	2	0	1	8	18	0	0	0	0	0	0	0	0
440561	1	2	5	13	1	0	37	24	0	0	0	0	0	0	0	0
101929983	0	1	10	15	0	0	75	62	0	0	0	0	0	0	0	0
649330	0	2	7	7	3	1	116	55	0	0	1	0	0	0	0	1
441873	1	4	14	17	0	0	100	49	0	0	0	0	0	0	0	0
649324	1	2	143	202	4	3	555	289	0	0	0	0	0	0	0	0
440563	20	18	22	33	20	19	178	80	3	12	9	10	20	4	3	7
645354	1	2	143	203	4	3	557	291	0	0	0	0	0	0	0	0
645359	0	3	15	17	1	0	96	49	0	0	0	0	0	0	0	0
101060301	0	1	7	5	3	0	103	48	0	0	0	0	0	0	0	1
343070	0	1	7	11	1	0	59	40	0	0	0	0	0	0	0	0
400736	0	1	0	3	0	0	25	23	0	0	1	0	0	0	0	0
391003	0	0	1	4	0	0	5	5	0	0	0	0	0	0	0	0
343068	1	2	13	19	1	0	58	46	0	0	0	0	0	0	0	0
391002	0	0	0	2	0	1	10	22	0	0	0	0	0	0	0	0
645382	0	1	3	0	0	0	10	10	0	0	0	0	0	0	0	0
653619	1	1	10	9	1	0	107	58	0	0	0	0	0	0	0	0
729528	0	0	1	2	0	0	22	23	0	0	1	0	0	0	0	0
645414	0	0	2	2	0	0	5	1	0	0	0	0	0	0	0	1
391004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	1	5	0	0	10	5	0	0	0	2	0	0	0	0
126755	0	0	3	13	0	0	4	3	1	0	1	13	1	2	1	5
102724856	0	0	0	0	0	0	0	0	2	0	2	2	1	0	0	2
107984918	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10630	1	0	0	0	0	0	0	2	5	18	47	39	9	8	15	36
107984919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
105378612	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7799	2528	3021	1558	2291	2920	3082	3235	2172	504	1486	1555	1346	1187	472	312	1224
23254	272	407	287	434	181	195	344	216	72	174	172	205	105	59	17	185
107985467	0	1	0	1	0	0	0	0	2	8	10	11	10	0	1	3
107985468	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	2
105376762	1	2	1	1	1	2	0	2	0	5	4	8	4	1	0	2
105376759	0	0	2	0	0	0	0	0	0	1	2	0	2	0	0	2
107985469	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	3
200197	26	36	30	39	20	18	42	23	2	11	8	19	4	3	1	18
55092	217	246	132	168	156	206	214	145	199	561	586	327	540	175	177	425
727684	1	2	0	0	0	0	0	0	3	6	5	1	0	1	0	1
114827	43	38	30	59	21	21	26	16	7	13	7	17	10	2	0	13
101927417	21	15	9	30	24	23	20	5	1	6	1	5	1	1	0	3
101927441	0	2	6	10	0	4	1	4	22	59	47	19	44	19	1	34
79180	1009	1254	716	894	717	828	864	522	1661	4497	3994	3263	5135	1918	765	4117
11330	0	0	1	5	0	0	2	5	1	1	1	1	0	0	0	0
63036	0	1	3	1	0	1	1	0	0	0	1	1	0	0	1	0
105376767	0	0	1	10	0	0	2	0	1	0	0	0	1	0	0	1
